Theta,	Phi,	Horizontal Power Gain,	Vertical Power Gain,	Total Power Gain,	etheta_magnitude,	etheta_phase,	ephi_magnitude,	ephi_phase
64.8,	61.2  ,	-54.5638  ,	-16.5805  ,	-16.5798  ,	0.00238569  ,	-116.211  ,	0.00464766  ,	-117.99
72,	61.2  ,	-44.6904  ,	-19.8746  ,	-19.8603  ,	0.00121408  ,	-154.584  ,	0.00336882  ,	-164.924
79.2,	61.2  ,	-34.6727  ,	-18.2312  ,	-18.1338  ,	0.000798047  ,	145.113  ,	0.00429486  ,	90.0229
86.4,	61.2  ,	-31.7325  ,	-10.1349  ,	-10.1049  ,	0.000944923  ,	116.416  ,	0.0109688  ,	41.3407
93.6,	61.2  ,	-28.1504  ,	-5.36603  ,	-5.34322  ,	0.00151242  ,	127.501  ,	0.0189878  ,	13.2997
100.8,	61.2  ,	-25.117  ,	-2.62339  ,	-2.599  ,	0.00327918  ,	133.139  ,	0.0259186  ,	-10.0436
108,	61.2  ,	-23.0188  ,	-1.35881  ,	-1.32927  ,	0.00659202  ,	126.109  ,	0.0295102  ,	-31.2097
115.2,	61.2  ,	-22.1409  ,	-1.40713  ,	-1.37061  ,	0.0115896  ,	114.458  ,	0.0277728  ,	-50.6852
122.4,	61.2  ,	-23.4416  ,	-2.46108  ,	-2.42656  ,	0.0182959  ,	101.578  ,	0.019376  ,	-68.1958
129.6,	61.2  ,	-30.9287  ,	-2.37737  ,	-2.37131  ,	0.0265109  ,	88.8149  ,	0.00405384  ,	-76.7251
136.8,	61.2  ,	-41.7147  ,	1.05791  ,	1.05814  ,	0.035765  ,	76.8453  ,	0.0174684  ,	75.7895
144,	61.2  ,	-30.5204  ,	4.97067  ,	4.97189  ,	0.0453608  ,	66.1004  ,	0.0429381  ,	64.1719
151.2,	61.2  ,	-23.0906  ,	7.98656  ,	7.98995  ,	0.0544838  ,	56.8973  ,	0.0696278  ,	53.6002
158.4,	61.2  ,	-18.866  ,	10.1276  ,	10.133  ,	0.0623404  ,	49.487  ,	0.0944297  ,	45.0634
165.6,	61.2  ,	-16.3759  ,	11.5484  ,	11.5554  ,	0.0682729  ,	44.0706  ,	0.114471  ,	38.8415
172.8,	61.2  ,	-15.0404  ,	12.3588  ,	12.3667  ,	0.0718226  ,	40.8034  ,	0.127494  ,	35.0883
180,	61.2  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.0727437  ,	39.7926  ,	0.132078  ,	33.8919
187.2,	61.2  ,	-14.9724  ,	12.3461  ,	12.3542  ,	0.0709935  ,	41.0929  ,	0.127717  ,	35.2839
194.4,	61.2  ,	-16.1394  ,	11.5183  ,	11.5257  ,	0.0667245  ,	44.702  ,	0.114855  ,	39.2405
201.6,	61.2  ,	-18.2172  ,	10.069  ,	10.0755  ,	0.0602857  ,	50.5571  ,	0.0948704  ,	45.6828
208.8,	61.2  ,	-21.4978  ,	7.87853  ,	7.88354  ,	0.0522163  ,	58.5339  ,	0.0700056  ,	54.4732
216,	61.2  ,	-26.6725  ,	4.77258  ,	4.77569  ,	0.0432066  ,	68.444  ,	0.0431526  ,	65.3764
223.2,	61.2  ,	-34.7577  ,	0.707685  ,	0.708919  ,	0.0340141  ,	80.0298  ,	0.0174619  ,	77.6529
230.4,	61.2  ,	-35.3076  ,	-2.74527  ,	-2.74286  ,	0.025345  ,	92.9508  ,	0.00423278  ,	-78.7218
237.6,	61.2  ,	-27.9451  ,	-2.47209  ,	-2.45979  ,	0.0177428  ,	106.746  ,	0.0197472  ,	-67.1223
244.8,	61.2  ,	-25.3111  ,	-1.27294  ,	-1.25584  ,	0.0115221  ,	120.719  ,	0.0282336  ,	-48.9773
252,	61.2  ,	-24.902  ,	-1.20647  ,	-1.18797  ,	0.00677618  ,	133.54  ,	0.0299771  ,	-28.8483
259.2,	61.2  ,	-25.8151  ,	-2.4797  ,	-2.4596  ,	0.00345647  ,	141.607  ,	0.0263219  ,	-6.71093
266.4,	61.2  ,	-27.9706  ,	-5.22898  ,	-5.20594  ,	0.00154282  ,	132.541  ,	0.0192898  ,	18.4429
273.6,	61.2  ,	-32.198  ,	-9.90692  ,	-9.88137  ,	0.00109062  ,	103.485  ,	0.0112436  ,	50.8607
280.8,	61.2  ,	-74.3636  ,	-16.3422  ,	-16.3422  ,	0.00109703  ,	111.616  ,	0.00525582  ,	111.256
288,	61.2  ,	-35.488  ,	-15.8596  ,	-15.8125  ,	0.00110862  ,	163.809  ,	0.00559795  ,	-163.386
295.2,	61.2  ,	-35.6609  ,	-13.4338  ,	-13.4079  ,	0.00200048  ,	-138.278  ,	0.00725618  ,	-120.807
302.4,	61.2  ,	-33.4386  ,	-13.5052  ,	-13.4613  ,	0.00372216  ,	-105.08  ,	0.00648894  ,	-91.7161
309.6,	61.2  ,	-30.5016  ,	-14.5361  ,	-14.4275  ,	0.00580956  ,	-81.6915  ,	0.00332379  ,	-60.5887
316.8,	61.2  ,	-32.3103  ,	-12.7306  ,	-12.6831  ,	0.00793473  ,	-62.2432  ,	0.00199604  ,	91.7291
324,	61.2  ,	-39.1017  ,	-9.14398  ,	-9.1396  ,	0.00985082  ,	-45.1797  ,	0.00737142  ,	131.026
331.2,	61.2  ,	-52.1089  ,	-6.28788  ,	-6.28777  ,	0.0114085  ,	-30.1695  ,	0.0127182  ,	149.241
338.4,	61.2  ,	-58.2214  ,	-4.33698  ,	-4.33697  ,	0.0125604  ,	-17.3564  ,	0.0173108  ,	162.887
345.6,	61.2  ,	-63.7021  ,	-3.06802  ,	-3.06801  ,	0.0133292  ,	-7.12642  ,	0.0208564  ,	172.991
352.8,	61.2  ,	-49.0142  ,	-2.30634  ,	-2.30624  ,	0.0137566  ,	0.0388288  ,	0.0232567  ,	179.435
0,	64.8  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.0123019  ,	3.92571  ,	0.0252971  ,	-177.967
7.2,	64.8  ,	-35.0309  ,	-2.00419  ,	-2.00203  ,	0.0120657  ,	3.96315  ,	0.0252491  ,	-179.324
14.4,	64.8  ,	-32.1997  ,	-2.48533  ,	-2.4807  ,	0.0115248  ,	0.247668  ,	0.0238443  ,	175.468
21.6,	64.8  ,	-30.7468  ,	-3.49855  ,	-3.49037  ,	0.010679  ,	-7.08543  ,	0.02102  ,	166.755
28.8,	64.8  ,	-30.4581  ,	-5.22435  ,	-5.21135  ,	0.00955095  ,	-17.7638  ,	0.0168163  ,	154.935
36,	64.8  ,	-31.2186  ,	-7.96256  ,	-7.94209  ,	0.00818987  ,	-31.4319  ,	0.011505  ,	140.242
43.2,	64.8  ,	-33.1829  ,	-12.1124  ,	-12.0786  ,	0.00666897  ,	-47.711  ,	0.00569791  ,	122.058
50.4,	64.8  ,	-39.4751  ,	-16.81  ,	-16.7866  ,	0.00507991  ,	-66.3121  ,	0.000466626  ,	60.231
57.6,	64.8  ,	-51.6598  ,	-17.01  ,	-17.0085  ,	0.00352952  ,	-87.3529  ,	0.00350278  ,	-89.4743
64.8,	64.8  ,	-44.8666  ,	-16.5369  ,	-16.5305  ,	0.00214474  ,	-112.479  ,	0.0047962  ,	-118.374
72,	64.8  ,	-41.2222  ,	-19.6975  ,	-19.667  ,	0.00110762  ,	-149.511  ,	0.00348993  ,	-166.306
79.2,	64.8  ,	-34.7585  ,	-17.7  ,	-17.6153  ,	0.000744904  ,	150.385  ,	0.00457684  ,	90.1786
86.4,	64.8  ,	-31.5862  ,	-9.73799  ,	-9.7097  ,	0.000950905  ,	119.475  ,	0.0114826  ,	41.9434
93.6,	64.8  ,	-27.8435  ,	-5.01948  ,	-4.99687  ,	0.00152844  ,	124.628  ,	0.0197638  ,	13.8338
100.8,	64.8  ,	-24.7949  ,	-2.30948  ,	-2.28505  ,	0.00308326  ,	129.101  ,	0.0269107  ,	-9.56165
108,	64.8  ,	-22.6871  ,	-1.09347  ,	-1.06348  ,	0.00599439  ,	123.268  ,	0.0305954  ,	-30.7482
115.2,	64.8  ,	-21.6908  ,	-1.26869  ,	-1.22946  ,	0.0104088  ,	112.636  ,	0.0287614  ,	-50.2057
122.4,	64.8  ,	-22.5353  ,	-2.73327  ,	-2.68806  ,	0.0163446  ,	100.463  ,	0.0200381  ,	-67.6077
129.6,	64.8  ,	-29.3054  ,	-3.35249  ,	-3.34147  ,	0.0236186  ,	88.2027  ,	0.00417472  ,	-74.7446
136.8,	64.8  ,	-42.5713  ,	0.333033  ,	0.333256  ,	0.03181  ,	76.6138  ,	0.0181346  ,	75.6607
144,	64.8  ,	-30.9999  ,	4.62342  ,	4.62461  ,	0.0402971  ,	66.1696  ,	0.0444704  ,	64.2639
151.2,	64.8  ,	-23.26  ,	7.82347  ,	7.82685  ,	0.0483561  ,	57.2072  ,	0.0720423  ,	53.7515
158.4,	64.8  ,	-18.9368  ,	10.0543  ,	10.0598  ,	0.0552831  ,	49.9854  ,	0.0976373  ,	45.2396
165.6,	64.8  ,	-16.4015  ,	11.521  ,	11.528  ,	0.060496  ,	44.7068  ,	0.118293  ,	39.0294
172.8,	64.8  ,	-15.0446  ,	12.3531  ,	12.361  ,	0.0635911  ,	41.5263  ,	0.131687  ,	35.282
180,	64.8  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.0643566  ,	40.5516  ,	0.136361  ,	34.0892
187.2,	64.8  ,	-14.9842  ,	12.3379  ,	12.3459  ,	0.0627626  ,	41.8399  ,	0.131804  ,	35.4853
194.4,	64.8  ,	-16.1799  ,	11.4859  ,	11.4934  ,	0.0589539  ,	45.3936  ,	0.118479  ,	39.4497
201.6,	64.8  ,	-18.3086  ,	9.98867  ,	9.99509  ,	0.0532476  ,	51.1565  ,	0.0978147  ,	45.9079
208.8,	64.8  ,	-21.6866  ,	7.70605  ,	7.71105  ,	0.0461248  ,	59.0109  ,	0.0721306  ,	54.7307
216,	64.8  ,	-27.1404  ,	4.41135  ,	4.41438  ,	0.0381938  ,	68.7722  ,	0.044413  ,	65.7075
223.2,	64.8  ,	-36.6094  ,	-0.0501585  ,	-0.0491995  ,	0.0301147  ,	80.1798  ,	0.0179114  ,	78.2419
230.4,	64.8  ,	-36.7105  ,	-3.73393  ,	-3.73175  ,	0.0224982  ,	92.8767  ,	0.00443384  ,	-80.3311
237.6,	64.8  ,	-28.0774  ,	-2.71072  ,	-2.69812  ,	0.0158118  ,	106.36  ,	0.0204233  ,	-67.2643
244.8,	64.8  ,	-25.4002  ,	-1.14961  ,	-1.13332  ,	0.0103286  ,	119.848  ,	0.0291517  ,	-48.9653
252,	64.8  ,	-24.9078  ,	-0.982816  ,	-0.965261  ,	0.00613726  ,	131.845  ,	0.0309286  ,	-28.7641
259.2,	64.8  ,	-25.7  ,	-2.2258  ,	-2.20633  ,	0.00321332  ,	138.561  ,	0.0271438  ,	-6.57612
266.4,	64.8  ,	-27.71  ,	-4.96714  ,	-4.94411  ,	0.00155316  ,	129.513  ,	0.019883  ,	18.6205
273.6,	64.8  ,	-31.6723  ,	-9.65288  ,	-9.62568  ,	0.001106  ,	107.409  ,	0.0115812  ,	51.0785
280.8,	64.8  ,	-51.252  ,	-16.1343  ,	-16.133  ,	0.00102625  ,	117.055  ,	0.00540336  ,	111.565
288,	64.8  ,	-37.6369  ,	-15.6295  ,	-15.6023  ,	0.00101956  ,	169.798  ,	0.00575691  ,	-162.861
295.2,	64.8  ,	-38.1343  ,	-13.2363  ,	-13.2223  ,	0.00186321  ,	-134.079  ,	0.00746031  ,	-120.118
302.4,	64.8  ,	-34.9907  ,	-13.4773  ,	-13.4467  ,	0.00343445  ,	-102.454  ,	0.00665987  ,	-90.6373
309.6,	64.8  ,	-30.1613  ,	-15.074  ,	-14.9414  ,	0.00530965  ,	-80.0018  ,	0.00340688  ,	-57.9348
316.8,	64.8  ,	-30.5085  ,	-13.4884  ,	-13.403  ,	0.00719853  ,	-61.1747  ,	0.00221328  ,	89.3586
324,	64.8  ,	-36.0289  ,	-9.53247  ,	-9.52275  ,	0.0088863  ,	-44.5324  ,	0.00772187  ,	129.994
331.2,	64.8  ,	-44.2659  ,	-6.46836  ,	-6.46764  ,	0.0102468  ,	-29.7948  ,	0.0132312  ,	148.68
338.4,	64.8  ,	-56.8982  ,	-4.41746  ,	-4.41744  ,	0.0112433  ,	-17.1397  ,	0.0179615  ,	162.557
345.6,	64.8  ,	-59.508  ,	-3.09813  ,	-3.09812  ,	0.0118975  ,	-6.97882  ,	0.0216073  ,	172.816
352.8,	64.8  ,	-47.2321  ,	-2.31258  ,	-2.31244  ,	0.0122444  ,	0.189376  ,	0.0240656  ,	179.385
0,	68.4  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.0106902  ,	4.20693  ,	0.0260192  ,	-177.911
7.2,	68.4  ,	-35.3472  ,	-2.01279  ,	-2.01078  ,	0.0104361  ,	4.38273  ,	0.0259347  ,	-179.182
14.4,	68.4  ,	-32.5351  ,	-2.51703  ,	-2.51271  ,	0.00991807  ,	0.876333  ,	0.024451  ,	175.683
21.6,	68.4  ,	-30.9769  ,	-3.57323  ,	-3.56535  ,	0.00914696  ,	-6.18802  ,	0.0215104  ,	167.024
28.8,	68.4  ,	-30.4774  ,	-5.37731  ,	-5.36391  ,	0.00815362  ,	-16.5437  ,	0.0171645  ,	155.235
36,	68.4  ,	-30.8946  ,	-8.27496  ,	-8.25126  ,	0.00698673  ,	-29.824  ,	0.0117013  ,	140.555
43.2,	68.4  ,	-32.3888  ,	-12.815  ,	-12.7674  ,	0.00570639  ,	-45.6151  ,	0.00575275  ,	122.393
50.4,	68.4  ,	-39.6787  ,	-18.102  ,	-18.0719  ,	0.00437937  ,	-63.5754  ,	0.000421651  ,	56.1743
57.6,	68.4  ,	-42.9366  ,	-17.4193  ,	-17.4071  ,	0.00308097  ,	-83.7637  ,	0.00361468  ,	-89.9073
64.8,	68.4  ,	-40.1315  ,	-16.5264  ,	-16.5076  ,	0.00190586  ,	-107.766  ,	0.00491098  ,	-119.007
72,	68.4  ,	-38.8093  ,	-19.5447  ,	-19.4936  ,	0.00100519  ,	-143.456  ,	0.00359754  ,	-167.976
79.2,	68.4  ,	-34.8908  ,	-17.2015  ,	-17.1282  ,	0.000696195  ,	156.197  ,	0.00485491  ,	90.2672
86.4,	68.4  ,	-31.4611  ,	-9.38812  ,	-9.36126  ,	0.000956608  ,	122.419  ,	0.0119553  ,	42.4849
93.6,	68.4  ,	-27.5956  ,	-4.7218  ,	-4.69945  ,	0.001542  ,	121.871  ,	0.0204553  ,	14.3026
100.8,	68.4  ,	-24.566  ,	-2.0426  ,	-2.01837  ,	0.00289315  ,	124.641  ,	0.027781  ,	-9.14849
108,	68.4  ,	-22.4864  ,	-0.868169  ,	-0.838351  ,	0.00539355  ,	119.897  ,	0.0315378  ,	-30.3594
115.2,	68.4  ,	-21.4336  ,	-1.151  ,	-1.1105  ,	0.00920354  ,	110.417  ,	0.0296114  ,	-49.8065
122.4,	68.4  ,	-21.9273  ,	-3.00343  ,	-2.94814  ,	0.014339  ,	99.0898  ,	0.020596  ,	-67.1222
129.6,	68.4  ,	-28.0589  ,	-4.48578  ,	-4.46675  ,	0.0206359  ,	87.4493  ,	0.00425668  ,	-73.0697
136.8,	68.4  ,	-44.7966  ,	-0.447637  ,	-0.447477  ,	0.0277252  ,	76.3363  ,	0.018747  ,	75.5879
144,	68.4  ,	-31.5794  ,	4.28436  ,	4.28549  ,	0.0350658  ,	66.2723  ,	0.0458403  ,	64.361
151.2,	68.4  ,	-23.4312  ,	7.67137  ,	7.67474  ,	0.0420287  ,	57.6174  ,	0.0741814  ,	53.8968
158.4,	68.4  ,	-19.0039  ,	9.98767  ,	9.99315  ,	0.0480024  ,	50.638  ,	0.100465  ,	45.4062
165.6,	68.4  ,	-16.425  ,	11.4964  ,	11.5034  ,	0.0524814  ,	45.5377  ,	0.121651  ,	39.2067
172.8,	68.4  ,	-15.0483  ,	12.3481  ,	12.356  ,	0.0551171  ,	42.4701  ,	0.135362  ,	35.4648
180,	68.4  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.0557301  ,	41.5424  ,	0.140108  ,	34.2751
187.2,	68.4  ,	-14.9955  ,	12.3304  ,	12.3385  ,	0.0543028  ,	42.8142  ,	0.135373  ,	35.6749
194.4,	68.4  ,	-16.2183  ,	11.4565  ,	11.4639  ,	0.0509711  ,	46.2932  ,	0.121641  ,	39.6462
201.6,	68.4  ,	-18.3941  ,	9.9151  ,	9.92151  ,	0.0460193  ,	51.9315  ,	0.100384  ,	46.1195
208.8,	68.4  ,	-21.8615  ,	7.54517  ,	7.55015  ,	0.0398694  ,	59.62  ,	0.0739874  ,	54.9748
216,	68.4  ,	-27.591  ,	4.05944  ,	4.06241  ,	0.0330456  ,	69.18  ,	0.0455209  ,	66.0289
223.2,	68.4  ,	-39.0474  ,	-0.866725  ,	-0.866065  ,	0.0261083  ,	80.3488  ,	0.0183185  ,	78.8463
230.4,	68.4  ,	-38.7748  ,	-4.87732  ,	-4.87555  ,	0.0195706  ,	92.7505  ,	0.00458994  ,	-82.0409
237.6,	68.4  ,	-28.3441  ,	-2.94796  ,	-2.93544  ,	0.0138234  ,	105.834  ,	0.0209895  ,	-67.469
244.8,	68.4  ,	-25.5775  ,	-1.04955  ,	-1.03427  ,	0.00909812  ,	118.715  ,	0.0299298  ,	-49.0091
252,	68.4  ,	-24.9775  ,	-0.796805  ,	-0.780251  ,	0.00547969  ,	129.722  ,	0.0317409  ,	-28.7342
259.2,	68.4  ,	-25.6377  ,	-2.01282  ,	-1.99401  ,	0.00296688  ,	134.985  ,	0.0278521  ,	-6.49546
266.4,	68.4  ,	-27.498  ,	-4.74384  ,	-4.72086  ,	0.00156123  ,	126.514  ,	0.0204032  ,	18.7417
273.6,	68.4  ,	-31.203  ,	-9.42709  ,	-9.39833  ,	0.00112067  ,	111.295  ,	0.0118897  ,	51.2187
280.8,	68.4  ,	-45.2045  ,	-15.9375  ,	-15.9323  ,	0.000958226  ,	123.407  ,	0.00554633  ,	111.586
288,	68.4  ,	-40.919  ,	-15.4598  ,	-15.4475  ,	0.000935405  ,	177.244  ,	0.00587765  ,	-162.716
295.2,	68.4  ,	-42.3764  ,	-13.1032  ,	-13.0981  ,	0.00172806  ,	-128.859  ,	0.00760634  ,	-119.712
302.4,	68.4  ,	-37.7362  ,	-13.4956  ,	-13.4793  ,	0.00313985  ,	-99.0709  ,	0.00677285  ,	-89.8506
309.6,	68.4  ,	-30.3704  ,	-15.663  ,	-15.5185  ,	0.00479183  ,	-77.7378  ,	0.0034475  ,	-55.697
316.8,	68.4  ,	-29.1514  ,	-14.3327  ,	-14.1918  ,	0.00643388  ,	-59.681  ,	0.00242943  ,	88.1846
324,	68.4  ,	-33.9244  ,	-9.91629  ,	-9.89907  ,	0.00788492  ,	-43.5805  ,	0.00805717  ,	129.204
331.2,	68.4  ,	-40.3605  ,	-6.63577  ,	-6.63393  ,	0.00904242  ,	-29.2088  ,	0.0137031  ,	148.225
338.4,	68.4  ,	-47.8582  ,	-4.48947  ,	-4.48927  ,	0.00987984  ,	-16.7799  ,	0.0185486  ,	162.283
345.6,	68.4  ,	-51.1083  ,	-3.12415  ,	-3.12409  ,	0.0104173  ,	-6.73414  ,	0.0222773  ,	172.67
352.8,	68.4  ,	-45.7202  ,	-2.31751  ,	-2.31732  ,	0.0106831  ,	0.410745  ,	0.0247817  ,	179.346
0,	72  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.00903663  ,	4.58977  ,	0.0266387  ,	-177.858
7.2,	72  ,	-35.6902  ,	-2.02119  ,	-2.01933  ,	0.00876774  ,	4.93233  ,	0.0265162  ,	-179.054
14.4,	72  ,	-32.9043  ,	-2.54658  ,	-2.54258  ,	0.00827756  ,	1.70051  ,	0.0249586  ,	175.877
21.6,	72  ,	-31.2343  ,	-3.64153  ,	-3.63397  ,	0.00758775  ,	-4.99079  ,	0.0219141  ,	167.267
28.8,	72  ,	-30.5149  ,	-5.51652  ,	-5.5028  ,	0.00673654  ,	-14.8818  ,	0.0174457  ,	155.514
36,	72  ,	-30.5916  ,	-8.56456  ,	-8.53741  ,	0.00577104  ,	-27.5978  ,	0.0118569  ,	140.867
43.2,	72  ,	-31.616  ,	-13.5226  ,	-13.4558  ,	0.00473759  ,	-42.6978  ,	0.00579553  ,	122.808
50.4,	72  ,	-40.2882  ,	-19.6203  ,	-19.5832  ,	0.00367799  ,	-59.8047  ,	0.000374238  ,	54.4589
57.6,	72  ,	-38.15  ,	-17.8436  ,	-17.8034  ,	0.00263591  ,	-78.957  ,	0.00369367  ,	-90.6272
64.8,	72  ,	-37.0314  ,	-16.5511  ,	-16.5124  ,	0.00167312  ,	-101.756  ,	0.00499194  ,	-119.89
72,	72  ,	-37.0734  ,	-19.4112  ,	-19.3375  ,	0.000909344  ,	-136.261  ,	0.00369277  ,	-169.92
79.2,	72  ,	-35.0741  ,	-16.7363  ,	-16.6731  ,	0.000652969  ,	162.515  ,	0.00512696  ,	90.2947
86.4,	72  ,	-31.3575  ,	-9.08291  ,	-9.05726  ,	0.000961866  ,	125.25  ,	0.0123834  ,	42.9696
93.6,	72  ,	-27.4  ,	-4.47062  ,	-4.44855  ,	0.00155292  ,	119.215  ,	0.0210573  ,	14.7114
100.8,	72  ,	-24.4152  ,	-1.82091  ,	-1.79707  ,	0.00271192  ,	119.67  ,	0.0285234  ,	-8.79848
108,	72  ,	-22.3933  ,	-0.682482  ,	-0.653292  ,	0.00479607  ,	115.769  ,	0.0323309  ,	-30.0372
115.2,	72  ,	-21.3345  ,	-1.05607  ,	-1.01553  ,	0.00798117  ,	107.583  ,	0.0303167  ,	-49.4808
122.4,	72  ,	-21.5731  ,	-3.2669  ,	-3.20322  ,	0.0122871  ,	97.3043  ,	0.0210453  ,	-66.7306
129.6,	72  ,	-27.0714  ,	-5.82375  ,	-5.79129  ,	0.0175726  ,	86.464  ,	0.00429679  ,	-71.658
136.8,	72  ,	-50.3534  ,	-1.27424  ,	-1.27418  ,	0.0235241  ,	75.9794  ,	0.0193027  ,	75.5686
144,	72  ,	-32.2624  ,	3.96417  ,	3.9652  ,	0.0296852  ,	66.4245  ,	0.0470416  ,	64.4644
151.2,	72  ,	-23.5996  ,	7.53433  ,	7.53767  ,	0.0355259  ,	58.1846  ,	0.0760353  ,	54.0379
158.4,	72  ,	-19.0658  ,	9.92899  ,	9.93446  ,	0.0405288  ,	51.5343  ,	0.1029  ,	45.5653
165.6,	72  ,	-16.446  ,	11.4751  ,	11.4821  ,	0.0442657  ,	46.6774  ,	0.124531  ,	39.3756
172.8,	72  ,	-15.0512  ,	12.3439  ,	12.3518  ,	0.0464411  ,	43.7646  ,	0.138504  ,	35.6388
180,	72  ,	-14.6064  ,	12.6188  ,	12.627  ,	0.0469065  ,	42.9019  ,	0.143304  ,	34.4521
187.2,	72  ,	-15.0063  ,	12.3238  ,	12.3318  ,	0.045655  ,	44.1509  ,	0.138412  ,	35.8549
194.4,	72  ,	-16.2541  ,	11.4306  ,	11.438  ,	0.0428128  ,	47.5258  ,	0.124329  ,	39.8323
201.6,	72  ,	-18.4722  ,	9.84983  ,	9.85622  ,	0.0386318  ,	52.9884  ,	0.102568  ,	46.3197
208.8,	72  ,	-22.0174  ,	7.39996  ,	7.40492  ,	0.0334743  ,	60.441  ,	0.0755704  ,	55.2073
216,	72  ,	-27.9983  ,	3.72775  ,	3.73067  ,	0.0277793  ,	69.7139  ,	0.0464734  ,	66.3415
223.2,	72  ,	-42.348  ,	-1.73235  ,	-1.73198  ,	0.0220065  ,	80.5436  ,	0.0186829  ,	79.4618
230.4,	72  ,	-41.8746  ,	-6.21873  ,	-6.21755  ,	0.0165699  ,	92.5333  ,	0.00470137  ,	-83.8674
237.6,	72  ,	-28.6927  ,	-3.18032  ,	-3.16814  ,	0.0117829  ,	105.073  ,	0.0214443  ,	-67.7312
244.8,	72  ,	-25.8107  ,	-0.973293  ,	-0.959059  ,	0.00783548  ,	117.162  ,	0.0305658  ,	-49.1041
252,	72  ,	-25.092  ,	-0.647012  ,	-0.631435  ,	0.00480882  ,	126.95  ,	0.0324123  ,	-28.7543
259.2,	72  ,	-25.6171  ,	-1.83849  ,	-1.82034  ,	0.00272183  ,	130.709  ,	0.0284455  ,	-6.465
266.4,	72  ,	-27.3293  ,	-4.55666  ,	-4.53378  ,	0.00156721  ,	123.535  ,	0.0208495  ,	18.8105
273.6,	72  ,	-30.7899  ,	-9.22757  ,	-9.19737  ,	0.00113446  ,	115.135  ,	0.0121692  ,	51.2872
280.8,	72  ,	-41.555  ,	-15.7495  ,	-15.7381  ,	0.000896707  ,	130.738  ,	0.00568549  ,	111.337
288,	72  ,	-46.8634  ,	-15.3478  ,	-15.3447  ,	0.000862163  ,	-173.739  ,	0.00596044  ,	-162.943
295.2,	72  ,	-52.8625  ,	-13.0343  ,	-13.0338  ,	0.0015988  ,	-122.517  ,	0.00769372  ,	-119.582
302.4,	72  ,	-43.0634  ,	-13.5671  ,	-13.5623  ,	0.00284122  ,	-94.7636  ,	0.00682664  ,	-89.3492
309.6,	72  ,	-31.2033  ,	-16.3093  ,	-16.1708  ,	0.00425863  ,	-74.7283  ,	0.00344258  ,	-53.8342
316.8,	72  ,	-28.1045  ,	-15.271  ,	-15.0506  ,	0.00564336  ,	-57.6137  ,	0.00263896  ,	87.9642
324,	72  ,	-32.3976  ,	-10.2834  ,	-10.2568  ,	0.00684967  ,	-42.2071  ,	0.00837402  ,	128.645
331.2,	72  ,	-37.8155  ,	-6.78531  ,	-6.78188  ,	0.00779901  ,	-28.3252  ,	0.0141311  ,	147.871
338.4,	72  ,	-43.6063  ,	-4.55129  ,	-4.55075  ,	0.00847448  ,	-16.2154  ,	0.0190693  ,	162.063
345.6,	72  ,	-46.9147  ,	-3.14553  ,	-3.14535  ,	0.00889399  ,	-6.34813  ,	0.0228635  ,	172.553
352.8,	72  ,	-44.4101  ,	-2.32104  ,	-2.32077  ,	0.00907864  ,	0.738695  ,	0.025402  ,	179.317
0,	75.6  ,	-39.6831  ,	-1.95762  ,	-1.95689  ,	0.00734801  ,	5.14673  ,	0.027153  ,	-177.807
7.2,	75.6  ,	-36.0619  ,	-2.02929  ,	-2.02758  ,	0.007068  ,	5.71251  ,	0.0269916  ,	-178.938
14.4,	75.6  ,	-33.3119  ,	-2.57354  ,	-2.56988  ,	0.00661118  ,	2.87776  ,	0.0253655  ,	176.048
21.6,	75.6  ,	-31.5243  ,	-3.70215  ,	-3.69499  ,	0.0060097  ,	-3.24755  ,	0.0222302  ,	167.486
28.8,	75.6  ,	-30.5788  ,	-5.63851  ,	-5.62461  ,	0.00530839  ,	-12.4152  ,	0.0176602  ,	155.771
36,	75.6  ,	-30.323  ,	-8.82079  ,	-8.79017  ,	0.00455181  ,	-24.2599  ,	0.0119725  ,	141.177
43.2,	75.6  ,	-30.876  ,	-14.2037  ,	-14.1113  ,	0.00377193  ,	-38.3474  ,	0.00582712  ,	123.305
50.4,	75.6  ,	-41.334  ,	-21.4345  ,	-21.3902  ,	0.00298519  ,	-54.3222  ,	0.000322852  ,	56.1667
57.6,	75.6  ,	-34.8755  ,	-18.283  ,	-18.1889  ,	0.00220286  ,	-72.2876  ,	0.00374026  ,	-91.6345
64.8,	75.6  ,	-34.8239  ,	-16.6098  ,	-16.5447  ,	0.00145257  ,	-93.9738  ,	0.00504019  ,	-121.021
72,	75.6  ,	-35.8504  ,	-19.2905  ,	-19.1956  ,	0.000822783  ,	-127.761  ,	0.00377711  ,	-172.115
79.2,	75.6  ,	-35.3135  ,	-16.3058  ,	-16.2516  ,	0.000615892  ,	169.259  ,	0.0053903  ,	90.2682
86.4,	75.6  ,	-31.2755  ,	-8.82063  ,	-8.79602  ,	0.000966497  ,	127.971  ,	0.0127634  ,	43.4012
